Location_ID,Latitude,Longitude,Depot_Flag,Demand_unit,Product_Type,Temp_Min,Temp_Max,Ripeness_Date,Expiration_Date,Packaging_Type,Contamination_Group,Handling_Notes,Urgency_Score,Time_Window_Start,Time_Window_End
L206,48.358049,-90.423441,FALSE,17,Dairy,0,4,06/05/2025,06/12/2025,Crate,A,Keep Upright,0.66,17:00,20:00
L207,41.980258,-87.18283,FALSE,10,Dairy,0,4,06/08/2025,06/12/2025,Pallet,C,Keep Upright,0.99,12:00,17:00
L208,41.721928,-84.404234,FALSE,5,Herbs,5,10,06/05/2025,06/10/2025,Pallet,A,None,0.0,12:00,17:00
L209,39.625842,-93.472308,FALSE,18,Fruit,4,8,06/08/2025,06/11/2025,Pallet,C,Fragile,0.39,12:00,17:00
L210,46.569633,-82.985816,FALSE,7,Dairy,0,4,06/05/2025,06/11/2025,Box,A,Keep Upright,0.0,12:00,17:00
L211,42.584801,-91.406513,FALSE,5,Fruit,4,8,06/06/2025,06/08/2025,Box,C,Keep Upright,0.82,08:00,12:00
L212,41.447023,-93.047637,FALSE,14,Fruit,4,8,06/06/2025,06/10/2025,Pallet,A,None,0.94,17:00,20:00
L213,47.688116,-90.846665,FALSE,22,Dairy,0,4,06/06/2025,06/10/2025,Crate,B,Fragile,0.7,12:00,17:00
L214,43.172226,-86.492711,FALSE,15,Herbs,5,10,06/05/2025,06/12/2025,Pallet,C,Fragile,0.74,12:00,17:00
L215,45.869298,-83.415452,TRUE,21,Leafy,1,7,06/05/2025,06/07/2025,Box,C,Fragile,0.12,12:00,17:00
L216,43.441077,-96.844691,FALSE,11,Herbs,5,10,06/06/2025,06/12/2025,Pallet,C,None,0.53,08:00,12:00
L217,44.038774,-94.140155,FALSE,18,Dairy,0,4,06/08/2025,06/14/2025,Pallet,A,None,0.5,08:00,12:00
L218,40.031165,-93.923434,FALSE,7,Herbs,5,10,06/05/2025,06/10/2025,Box,B,Keep Upright,0.66,08:00,12:00
L219,44.621232,-88.085941,TRUE,12,Meat,-2,0,06/07/2025,06/11/2025,Crate,A,Keep Upright,0.82,08:00,12:00
L220,38.796683,-90.951099,FALSE,3,Meat,-2,0,06/08/2025,06/14/2025,Crate,C,Keep Upright,0.42,08:00,12:00
L221,45.994776,-89.627845,FALSE,14,Leafy,1,7,06/05/2025,06/11/2025,Pallet,B,None,0.29,12:00,17:00
L222,41.175691,-92.008809,FALSE,1,Leafy,1,7,06/06/2025,06/10/2025,Crate,A,None,0.87,08:00,12:00
L223,47.502236,-95.245404,TRUE,20,Dairy,0,4,06/05/2025,06/08/2025,Pallet,C,Keep Upright,0.66,08:00,12:00
L224,49.239101,-88.270426,TRUE,20,Leafy,1,7,06/06/2025,06/12/2025,Box,A,None,0.37,17:00,20:00
L225,46.453651,-91.540629,FALSE,25,Meat,-2,0,06/05/2025,06/10/2025,Crate,A,Keep Upright,0.77,08:00,12:00
L226,45.728893,-91.799363,TRUE,16,Leafy,1,7,06/08/2025,06/10/2025,Crate,A,None,0.18,12:00,17:00
L227,45.485426,-88.695855,TRUE,20,Dairy,0,4,06/06/2025,06/11/2025,Box,B,None,0.8,08:00,12:00
L228,47.707702,-93.818216,TRUE,8,Leafy,1,7,06/06/2025,06/09/2025,Pallet,C,Keep Upright,0.35,17:00,20:00
L229,45.699536,-87.33975,FALSE,1,Leafy,1,7,06/06/2025,06/13/2025,Crate,B,None,0.37,08:00,12:00
L230,43.461337,-90.270098,FALSE,21,Fruit,4,8,06/08/2025,06/13/2025,Pallet,C,None,0.88,12:00,17:00
L231,49.005676,-92.615698,FALSE,6,Herbs,5,10,06/08/2025,06/13/2025,Box,C,None,0.46,17:00,20:00
L232,39.618729,-87.606874,FALSE,5,Herbs,5,10,06/08/2025,06/14/2025,Pallet,B,None,0.41,17:00,20:00
L233,44.745255,-94.749999,FALSE,22,Herbs,5,10,06/05/2025,06/09/2025,Crate,A,None,0.16,17:00,20:00
L234,42.69619,-81.55766,FALSE,21,Herbs,5,10,06/08/2025,06/11/2025,Pallet,A,Fragile,0.59,17:00,20:00
L235,45.193628,-83.215132,FALSE,3,Leafy,1,7,06/07/2025,06/10/2025,Pallet,C,None,0.89,12:00,17:00
L236,42.232451,-87.104249,FALSE,3,Fruit,4,8,06/08/2025,06/15/2025,Crate,C,Fragile,0.03,12:00,17:00
L237,45.467125,-95.358269,FALSE,4,Dairy,0,4,06/06/2025,06/09/2025,Pallet,C,Fragile,0.12,08:00,12:00
L238,42.989916,-90.882056,FALSE,6,Herbs,5,10,06/06/2025,06/12/2025,Crate,A,Keep Upright,0.3,08:00,12:00
L239,40.183116,-91.717529,FALSE,15,Leafy,1,7,06/07/2025,06/13/2025,Box,A,Keep Upright,0.76,12:00,17:00
L240,47.455696,-85.321594,FALSE,23,Dairy,0,4,06/05/2025,06/09/2025,Crate,A,None,0.02,12:00,17:00
L241,48.461359,-89.115343,FALSE,2,Fruit,4,8,06/08/2025,06/13/2025,Pallet,B,Keep Upright,0.34,12:00,17:00
L242,40.098009,-88.831439,FALSE,21,Dairy,0,4,06/06/2025,06/13/2025,Box,A,None,0.37,17:00,20:00
L243,44.081657,-96.598123,TRUE,24,Dairy,0,4,06/08/2025,06/15/2025,Box,B,Keep Upright,0.59,12:00,17:00
L244,44.066635,-91.214967,FALSE,25,Meat,-2,0,06/05/2025,06/08/2025,Pallet,B,Keep Upright,0.18,17:00,20:00
L245,38.97199,-89.280765,FALSE,23,Herbs,5,10,06/06/2025,06/12/2025,Pallet,A,None,0.5,12:00,17:00
L246,42.13743,-93.816141,FALSE,5,Meat,-2,0,06/08/2025,06/10/2025,Box,A,None,0.67,17:00,20:00
L247,41.597358,-93.584334,FALSE,2,Leafy,1,7,06/07/2025,06/14/2025,Pallet,C,None,1.0,12:00,17:00
L248,40.286057,-89.834779,FALSE,25,Leafy,1,7,06/08/2025,06/10/2025,Crate,B,Fragile,0.07,17:00,20:00
L249,45.067715,-91.474717,FALSE,15,Herbs,5,10,06/06/2025,06/08/2025,Pallet,C,Keep Upright,0.0,17:00,20:00
L250,45.747743,-91.645756,FALSE,18,Leafy,1,7,06/06/2025,06/10/2025,Box,B,None,0.44,12:00,17:00
L251,49.674647,-89.891688,FALSE,25,Herbs,5,10,06/08/2025,06/13/2025,Box,A,Keep Upright,0.92,12:00,17:00
L252,40.985459,-89.345769,FALSE,18,Meat,-2,0,06/08/2025,06/10/2025,Box,B,Fragile,0.83,12:00,17:00
L253,49.136266,-85.446768,FALSE,25,Meat,-2,0,06/06/2025,06/13/2025,Crate,A,Fragile,0.79,17:00,20:00
L254,44.667521,-94.63061,FALSE,6,Leafy,1,7,06/08/2025,06/12/2025,Box,C,Keep Upright,0.09,08:00,12:00
L255,41.716827,-93.061078,FALSE,2,Leafy,1,7,06/05/2025,06/07/2025,Crate,B,Fragile,0.83,17:00,20:00
L256,45.905613,-81.488947,TRUE,5,Fruit,4,8,06/05/2025,06/12/2025,Pallet,C,None,0.32,17:00,20:00
L257,42.454139,-91.115293,FALSE,5,Fruit,4,8,06/06/2025,06/08/2025,Crate,B,Keep Upright,0.3,12:00,17:00
L258,43.118826,-93.152371,TRUE,2,Fruit,4,8,06/05/2025,06/12/2025,Box,C,Keep Upright,0.19,12:00,17:00
L259,47.189173,-95.741462,FALSE,18,Dairy,0,4,06/07/2025,06/11/2025,Box,B,None,0.94,12:00,17:00
L260,41.730362,-89.277121,FALSE,3,Herbs,5,10,06/07/2025,06/12/2025,Crate,B,Keep Upright,0.4,12:00,17:00
L261,44.751797,-89.796226,FALSE,23,Meat,-2,0,06/05/2025,06/10/2025,Pallet,A,None,0.56,17:00,20:00
L262,47.925113,-92.666406,FALSE,11,Meat,-2,0,06/06/2025,06/11/2025,Crate,C,Fragile,0.93,17:00,20:00
L263,44.057564,-90.279464,FALSE,15,Dairy,0,4,06/08/2025,06/12/2025,Pallet,C,Fragile,0.73,17:00,20:00
L264,39.55013,-89.994573,FALSE,14,Meat,-2,0,06/06/2025,06/08/2025,Crate,C,Keep Upright,0.78,17:00,20:00
L265,46.616414,-85.777824,FALSE,8,Meat,-2,0,06/05/2025,06/11/2025,Box,A,Fragile,0.45,12:00,17:00
L266,43.165556,-87.284271,FALSE,13,Leafy,1,7,06/08/2025,06/10/2025,Pallet,B,Fragile,0.78,17:00,20:00
L267,44.02561,-96.192828,FALSE,1,Herbs,5,10,06/08/2025,06/10/2025,Box,B,Fragile,0.48,17:00,20:00
L268,40.010346,-87.607786,FALSE,19,Leafy,1,7,06/06/2025,06/09/2025,Box,C,Keep Upright,0.66,08:00,12:00
L269,45.018053,-90.733243,FALSE,23,Meat,-2,0,06/07/2025,06/13/2025,Pallet,A,None,0.14,08:00,12:00
L270,49.07998,-88.63747,FALSE,11,Fruit,4,8,06/05/2025,06/11/2025,Box,C,Fragile,0.95,17:00,20:00
L271,39.691139,-91.907253,FALSE,17,Leafy,1,7,06/07/2025,06/10/2025,Box,C,Fragile,0.5,17:00,20:00
L272,39.061261,-87.067185,FALSE,21,Dairy,0,4,06/06/2025,06/09/2025,Pallet,C,Fragile,0.79,08:00,12:00
L273,47.196869,-89.02323,FALSE,16,Dairy,0,4,06/07/2025,06/10/2025,Box,C,Fragile,0.03,08:00,12:00
L274,43.171292,-83.967035,FALSE,17,Fruit,4,8,06/06/2025,06/13/2025,Box,B,Fragile,0.94,08:00,12:00
L275,39.736665,-86.517226,FALSE,3,Dairy,0,4,06/06/2025,06/09/2025,Pallet,B,Keep Upright,0.59,08:00,12:00
L276,44.749089,-83.704979,FALSE,9,Fruit,4,8,06/08/2025,06/13/2025,Pallet,C,None,0.15,08:00,12:00
L277,39.490652,-87.26688,FALSE,16,Dairy,0,4,06/06/2025,06/10/2025,Box,A,Fragile,0.01,17:00,20:00
L278,43.542149,-86.983184,TRUE,1,Leafy,1,7,06/07/2025,06/12/2025,Crate,A,Keep Upright,0.89,08:00,12:00
L279,39.10427,-87.164083,FALSE,19,Fruit,4,8,06/07/2025,06/14/2025,Box,A,Fragile,0.99,17:00,20:00
L280,43.322917,-87.892215,FALSE,3,Dairy,0,4,06/07/2025,06/10/2025,Crate,B,None,0.28,12:00,17:00
L281,41.318614,-92.625522,FALSE,22,Herbs,5,10,06/05/2025,06/12/2025,Crate,B,None,0.92,12:00,17:00
L282,40.954478,-88.741932,FALSE,24,Leafy,1,7,06/07/2025,06/11/2025,Pallet,C,Keep Upright,0.71,17:00,20:00
L283,39.967891,-85.552658,FALSE,14,Meat,-2,0,06/07/2025,06/14/2025,Box,C,None,0.12,08:00,12:00
L284,45.407046,-92.435597,FALSE,5,Herbs,5,10,06/08/2025,06/15/2025,Box,C,None,0.77,08:00,12:00
L285,43.499145,-96.441809,FALSE,18,Leafy,1,7,06/07/2025,06/09/2025,Box,B,Fragile,0.63,12:00,17:00
L286,45.044163,-86.858449,TRUE,3,Herbs,5,10,06/08/2025,06/12/2025,Pallet,C,Keep Upright,0.93,12:00,17:00
L287,41.178354,-92.204499,FALSE,22,Herbs,5,10,06/07/2025,06/11/2025,Pallet,C,None,0.6,12:00,17:00
L288,41.298148,-95.138046,FALSE,4,Dairy,0,4,06/05/2025,06/10/2025,Box,A,Keep Upright,0.26,08:00,12:00
L289,44.854867,-90.526628,FALSE,15,Leafy,1,7,06/05/2025,06/11/2025,Box,B,Fragile,0.27,17:00,20:00
L290,46.515138,-82.036364,FALSE,5,Herbs,5,10,06/06/2025,06/09/2025,Box,B,Fragile,0.96,17:00,20:00
L291,46.427463,-86.696966,FALSE,3,Leafy,1,7,06/07/2025,06/12/2025,Pallet,A,None,0.95,12:00,17:00
L292,42.287738,-94.926757,FALSE,17,Leafy,1,7,06/06/2025,06/10/2025,Crate,B,Fragile,0.27,17:00,20:00
L293,44.625037,-91.813895,FALSE,21,Herbs,5,10,06/05/2025,06/09/2025,Pallet,B,None,0.65,17:00,20:00
L294,49.627422,-92.457102,FALSE,12,Dairy,0,4,06/06/2025,06/12/2025,Crate,A,Fragile,0.16,12:00,17:00
L295,46.231156,-81.928244,FALSE,13,Dairy,0,4,06/05/2025,06/09/2025,Pallet,B,Keep Upright,0.11,08:00,12:00
L296,46.540589,-83.414959,FALSE,1,Leafy,1,7,06/07/2025,06/14/2025,Pallet,A,Keep Upright,0.29,12:00,17:00
L297,41.466995,-90.693267,FALSE,16,Meat,-2,0,06/06/2025,06/08/2025,Box,A,None,0.19,12:00,17:00
L298,49.923091,-90.174581,FALSE,4,Leafy,1,7,06/06/2025,06/09/2025,Crate,A,Keep Upright,0.8,17:00,20:00
L299,44.294684,-89.065563,FALSE,20,Meat,-2,0,06/06/2025,06/13/2025,Crate,A,None,0.04,12:00,17:00
L300,42.873006,-94.231883,FALSE,4,Meat,-2,0,06/05/2025,06/07/2025,Crate,C,Keep Upright,0.23,17:00,20:00
L301,42.158577,-94.085123,FALSE,11,Meat,-2,0,06/06/2025,06/13/2025,Box,B,Keep Upright,0.75,17:00,20:00
L302,41.086531,-92.667075,FALSE,17,Dairy,0,4,06/06/2025,06/09/2025,Pallet,B,Fragile,0.35,17:00,20:00
L303,49.118246,-93.458253,FALSE,11,Dairy,0,4,06/08/2025,06/12/2025,Crate,C,None,0.45,17:00,20:00
L304,44.412998,-90.271293,FALSE,14,Fruit,4,8,06/08/2025,06/11/2025,Pallet,B,Keep Upright,0.71,17:00,20:00
L305,41.298863,-85.927749,TRUE,18,Meat,-2,0,06/05/2025,06/08/2025,Crate,A,Keep Upright,0.95,17:00,20:00
L306,40.708293,-94.422484,FALSE,16,Fruit,4,8,06/05/2025,06/07/2025,Box,C,Keep Upright,0.77,12:00,17:00
L307,47.32137,-88.955122,TRUE,14,Dairy,0,4,06/06/2025,06/12/2025,Pallet,B,Fragile,0.32,17:00,20:00
L308,41.952967,-82.153151,FALSE,23,Meat,-2,0,06/08/2025,06/12/2025,Box,B,None,0.93,17:00,20:00
L309,42.065964,-86.767492,FALSE,20,Meat,-2,0,06/07/2025,06/12/2025,Crate,C,Keep Upright,0.54,17:00,20:00
L310,46.834815,-85.222432,TRUE,20,Dairy,0,4,06/08/2025,06/13/2025,Pallet,A,Fragile,0.07,08:00,12:00
L311,42.455094,-90.92363,FALSE,13,Leafy,1,7,06/05/2025,06/09/2025,Pallet,C,Keep Upright,0.03,08:00,12:00
L312,44.386298,-88.393533,TRUE,7,Fruit,4,8,06/08/2025,06/11/2025,Box,C,Keep Upright,0.01,17:00,20:00
L313,46.106113,-87.995998,FALSE,13,Herbs,5,10,06/06/2025,06/08/2025,Box,B,None,0.85,08:00,12:00
L314,40.560965,-88.254005,FALSE,2,Herbs,5,10,06/08/2025,06/12/2025,Box,B,Keep Upright,0.35,12:00,17:00
L315,46.549991,-82.941582,TRUE,6,Leafy,1,7,06/07/2025,06/10/2025,Pallet,B,None,0.23,08:00,12:00
L316,47.350901,-86.792218,FALSE,6,Meat,-2,0,06/08/2025,06/15/2025,Pallet,A,Keep Upright,0.75,17:00,20:00
L317,43.524937,-93.213353,FALSE,22,Leafy,1,7,06/05/2025,06/11/2025,Pallet,C,Fragile,0.16,08:00,12:00
L318,40.691074,-89.499935,FALSE,13,Herbs,5,10,06/08/2025,06/11/2025,Box,B,Fragile,0.22,17:00,20:00
L319,45.563044,-85.888222,TRUE,8,Leafy,1,7,06/08/2025,06/14/2025,Box,C,Keep Upright,0.51,08:00,12:00
L320,47.779812,-87.385895,FALSE,17,Leafy,1,7,06/06/2025,06/13/2025,Box,C,Keep Upright,0.05,12:00,17:00
L321,40.272565,-86.423551,FALSE,25,Herbs,5,10,06/06/2025,06/09/2025,Pallet,B,None,0.33,12:00,17:00
L322,41.415353,-94.53443,FALSE,3,Leafy,1,7,06/08/2025,06/14/2025,Box,A,Fragile,0.88,12:00,17:00
L323,45.835985,-96.476817,FALSE,12,Leafy,1,7,06/07/2025,06/10/2025,Crate,B,None,0.36,08:00,12:00
L324,38.617626,-90.014245,FALSE,22,Fruit,4,8,06/05/2025,06/07/2025,Box,A,Keep Upright,0.6,17:00,20:00
L325,44.387787,-94.102085,FALSE,19,Dairy,0,4,06/08/2025,06/15/2025,Crate,B,None,0.75,17:00,20:00
L326,40.826591,-85.910001,FALSE,3,Leafy,1,7,06/05/2025,06/08/2025,Box,C,Keep Upright,0.11,17:00,20:00
L327,40.97695,-88.239416,FALSE,1,Dairy,0,4,06/06/2025,06/09/2025,Pallet,C,Fragile,0.53,08:00,12:00
L328,40.342018,-91.442209,FALSE,22,Meat,-2,0,06/05/2025,06/10/2025,Pallet,B,Fragile,0.99,17:00,20:00
L329,49.074523,-85.374218,FALSE,25,Leafy,1,7,06/07/2025,06/10/2025,Pallet,A,Keep Upright,0.59,17:00,20:00
L330,42.887212,-95.633244,FALSE,24,Herbs,5,10,06/07/2025,06/14/2025,Crate,A,Keep Upright,0.07,17:00,20:00
L331,49.174759,-87.072467,FALSE,5,Leafy,1,7,06/06/2025,06/11/2025,Pallet,C,Fragile,0.52,08:00,12:00
L332,43.55046,-86.884909,FALSE,5,Dairy,0,4,06/06/2025,06/13/2025,Crate,B,Fragile,0.86,12:00,17:00
L333,41.262932,-88.320983,FALSE,20,Herbs,5,10,06/08/2025,06/12/2025,Pallet,A,Fragile,0.41,12:00,17:00
L334,40.893737,-92.438195,FALSE,19,Meat,-2,0,06/06/2025,06/11/2025,Box,A,Keep Upright,0.32,17:00,20:00
L335,41.170558,-91.132258,FALSE,16,Dairy,0,4,06/08/2025,06/11/2025,Crate,A,None,0.54,17:00,20:00
L336,43.671442,-95.30565,FALSE,18,Leafy,1,7,06/06/2025,06/10/2025,Pallet,A,Keep Upright,0.17,08:00,12:00
L337,45.361805,-81.418155,FALSE,25,Meat,-2,0,06/06/2025,06/11/2025,Crate,A,Keep Upright,0.34,08:00,12:00
L338,44.39496,-86.847063,FALSE,14,Fruit,4,8,06/08/2025,06/10/2025,Box,B,Fragile,0.9,17:00,20:00
L339,41.815858,-91.648376,FALSE,19,Leafy,1,7,06/07/2025,06/14/2025,Crate,C,Keep Upright,0.25,12:00,17:00
L340,48.933739,-92.354457,FALSE,7,Herbs,5,10,06/06/2025,06/11/2025,Crate,C,Keep Upright,0.99,17:00,20:00
L341,44.112234,-95.065594,FALSE,15,Herbs,5,10,06/08/2025,06/12/2025,Crate,A,Fragile,0.93,17:00,20:00
L342,45.62585,-91.519605,FALSE,16,Dairy,0,4,06/06/2025,06/11/2025,Box,C,Fragile,0.81,08:00,12:00
L343,46.139674,-90.07268,TRUE,22,Dairy,0,4,06/07/2025,06/11/2025,Pallet,B,None,0.13,08:00,12:00
L344,49.652941,-91.850726,FALSE,25,Herbs,5,10,06/06/2025,06/12/2025,Pallet,A,None,0.89,12:00,17:00
L345,40.57744,-91.43342,FALSE,5,Meat,-2,0,06/08/2025,06/10/2025,Box,A,Keep Upright,0.11,08:00,12:00
L346,39.13769,-90.193117,FALSE,16,Fruit,4,8,06/07/2025,06/14/2025,Box,B,Keep Upright,0.84,17:00,20:00
L347,44.942661,-96.761479,FALSE,24,Herbs,5,10,06/05/2025,06/09/2025,Box,A,Keep Upright,0.75,17:00,20:00
L348,46.828523,-94.170089,FALSE,14,Meat,-2,0,06/07/2025,06/11/2025,Pallet,B,Fragile,0.74,08:00,12:00
L349,43.548134,-85.559653,FALSE,11,Fruit,4,8,06/06/2025,06/09/2025,Pallet,A,Fragile,0.98,17:00,20:00
L350,45.833914,-84.879992,FALSE,13,Dairy,0,4,06/05/2025,06/11/2025,Crate,C,None,0.78,17:00,20:00
L351,42.0115,-96.227729,FALSE,1,Fruit,4,8,06/05/2025,06/07/2025,Pallet,C,Keep Upright,0.29,12:00,17:00
L352,40.736004,-84.988101,FALSE,6,Leafy,1,7,06/08/2025,06/12/2025,Pallet,A,Keep Upright,0.11,12:00,17:00
L353,41.6326,-84.197875,FALSE,12,Leafy,1,7,06/06/2025,06/08/2025,Box,B,None,0.99,12:00,17:00
L354,42.470005,-96.116501,FALSE,16,Dairy,0,4,06/05/2025,06/09/2025,Box,C,Fragile,0.79,17:00,20:00
L355,42.062957,-90.75491,TRUE,10,Leafy,1,7,06/06/2025,06/11/2025,Crate,C,Keep Upright,0.02,12:00,17:00
L356,46.294547,-83.15625,FALSE,3,Fruit,4,8,06/08/2025,06/13/2025,Pallet,C,Keep Upright,0.96,17:00,20:00
L357,40.883462,-94.097171,FALSE,4,Dairy,0,4,06/05/2025,06/10/2025,Box,A,Fragile,0.63,17:00,20:00
L358,38.792141,-90.440138,FALSE,12,Meat,-2,0,06/05/2025,06/11/2025,Crate,B,Fragile,0.59,08:00,12:00
L359,46.002597,-85.551409,FALSE,22,Leafy,1,7,06/06/2025,06/10/2025,Pallet,B,None,0.65,17:00,20:00
L360,46.972153,-89.606014,FALSE,17,Meat,-2,0,06/05/2025,06/08/2025,Pallet,C,Keep Upright,0.44,12:00,17:00
L361,47.978536,-87.532796,FALSE,25,Meat,-2,0,06/06/2025,06/10/2025,Crate,B,Fragile,0.16,17:00,20:00
L362,47.082301,-93.877216,FALSE,22,Meat,-2,0,06/07/2025,06/14/2025,Pallet,A,Fragile,0.51,08:00,12:00
L363,47.0848,-82.419561,FALSE,8,Leafy,1,7,06/06/2025,06/08/2025,Pallet,A,None,0.1,08:00,12:00
L364,41.369516,-83.922888,FALSE,2,Herbs,5,10,06/08/2025,06/10/2025,Pallet,B,Keep Upright,0.08,12:00,17:00
L365,41.406793,-89.624048,FALSE,17,Dairy,0,4,06/05/2025,06/08/2025,Pallet,B,Fragile,0.0,12:00,17:00
L366,45.05284,-90.761699,FALSE,18,Herbs,5,10,06/07/2025,06/09/2025,Box,A,Keep Upright,0.09,08:00,12:00
L367,46.048691,-95.540519,FALSE,10,Herbs,5,10,06/05/2025,06/12/2025,Crate,A,Keep Upright,0.01,08:00,12:00
L368,45.289966,-94.500068,FALSE,4,Leafy,1,7,06/05/2025,06/10/2025,Crate,C,None,0.18,17:00,20:00
L369,42.623231,-86.740924,FALSE,4,Leafy,1,7,06/06/2025,06/12/2025,Crate,C,Keep Upright,0.41,17:00,20:00
L370,44.80267,-89.378331,FALSE,23,Dairy,0,4,06/06/2025,06/13/2025,Crate,C,None,0.84,17:00,20:00
L371,47.616012,-86.319726,FALSE,24,Dairy,0,4,06/07/2025,06/12/2025,Crate,A,Keep Upright,0.22,08:00,12:00
L372,43.024773,-86.796654,FALSE,6,Dairy,0,4,06/05/2025,06/10/2025,Box,A,None,0.37,12:00,17:00
L373,47.066005,-86.092667,FALSE,6,Meat,-2,0,06/07/2025,06/14/2025,Crate,C,Keep Upright,0.4,17:00,20:00
L374,44.884023,-81.917299,TRUE,4,Leafy,1,7,06/07/2025,06/10/2025,Crate,C,None,0.67,12:00,17:00
L375,43.615483,-93.902769,TRUE,7,Fruit,4,8,06/08/2025,06/10/2025,Crate,C,None,0.22,17:00,20:00
L376,43.022339,-96.872743,TRUE,21,Meat,-2,0,06/07/2025,06/10/2025,Box,B,Keep Upright,0.33,08:00,12:00
L377,46.207302,-86.251147,FALSE,18,Dairy,0,4,06/07/2025,06/11/2025,Pallet,C,None,0.06,17:00,20:00
L378,39.027896,-89.515642,FALSE,14,Leafy,1,7,06/08/2025,06/12/2025,Crate,C,None,0.43,12:00,17:00
L379,38.95016,-91.654448,FALSE,8,Herbs,5,10,06/06/2025,06/13/2025,Box,A,None,0.46,12:00,17:00
L380,43.046125,-81.990474,FALSE,9,Dairy,0,4,06/06/2025,06/10/2025,Box,A,Fragile,0.55,17:00,20:00
L381,46.019545,-88.553777,FALSE,5,Fruit,4,8,06/08/2025,06/10/2025,Pallet,C,None,0.59,08:00,12:00
L382,49.619774,-92.04761,FALSE,7,Fruit,4,8,06/07/2025,06/12/2025,Box,C,Keep Upright,0.07,08:00,12:00
L383,39.475045,-89.612697,FALSE,6,Meat,-2,0,06/06/2025,06/13/2025,Pallet,B,Fragile,0.53,12:00,17:00
L384,49.389345,-85.474436,FALSE,7,Fruit,4,8,06/07/2025,06/11/2025,Crate,C,Keep Upright,0.15,12:00,17:00
L385,43.188486,-85.961883,FALSE,16,Dairy,0,4,06/05/2025,06/08/2025,Box,B,Fragile,0.96,12:00,17:00
L386,43.57281,-90.924141,FALSE,20,Fruit,4,8,06/08/2025,06/11/2025,Pallet,C,Keep Upright,0.78,12:00,17:00
L387,49.046763,-86.019166,FALSE,19,Meat,-2,0,06/07/2025,06/13/2025,Crate,A,Fragile,0.9,12:00,17:00
L388,44.087542,-96.573986,TRUE,9,Fruit,4,8,06/06/2025,06/11/2025,Box,A,Keep Upright,0.55,17:00,20:00
L389,39.477528,-86.213043,FALSE,19,Fruit,4,8,06/06/2025,06/12/2025,Pallet,B,Keep Upright,0.7,12:00,17:00
L390,41.430905,-95.70679,FALSE,18,Dairy,0,4,06/08/2025,06/12/2025,Crate,C,None,0.78,17:00,20:00
L391,40.369575,-89.717,FALSE,11,Dairy,0,4,06/06/2025,06/09/2025,Pallet,B,Keep Upright,0.19,12:00,17:00
L392,42.850046,-94.021185,FALSE,13,Meat,-2,0,06/05/2025,06/11/2025,Crate,C,Fragile,0.6,17:00,20:00
L393,48.846509,-92.301337,FALSE,13,Fruit,4,8,06/05/2025,06/10/2025,Crate,A,Fragile,0.76,12:00,17:00
L394,42.914448,-95.724313,FALSE,4,Leafy,1,7,06/05/2025,06/12/2025,Box,B,Keep Upright,0.86,08:00,12:00
L395,40.270669,-88.717986,FALSE,4,Dairy,0,4,06/05/2025,06/08/2025,Pallet,C,Fragile,0.39,08:00,12:00
L396,44.274145,-90.314857,FALSE,22,Leafy,1,7,06/05/2025,06/07/2025,Pallet,C,Fragile,0.75,17:00,20:00
L397,45.052072,-94.275737,FALSE,1,Leafy,1,7,06/05/2025,06/09/2025,Crate,B,Keep Upright,0.3,12:00,17:00
L398,40.839284,-92.110242,FALSE,21,Fruit,4,8,06/07/2025,06/11/2025,Crate,B,None,0.07,12:00,17:00
L399,43.997819,-81.794588,FALSE,23,Meat,-2,0,06/05/2025,06/07/2025,Crate,A,None,0.7,17:00,20:00
L400,47.386804,-95.686527,TRUE,7,Fruit,4,8,06/06/2025,06/12/2025,Crate,B,None,0.94,12:00,17:00
L401,47.478855,-90.773119,FALSE,21,Herbs,5,10,06/06/2025,06/08/2025,Pallet,A,Keep Upright,0.13,08:00,12:00
L402,50.028724,-89.586252,FALSE,14,Leafy,1,7,06/07/2025,06/09/2025,Crate,C,Fragile,0.68,08:00,12:00
L403,43.425257,-87.704336,FALSE,20,Fruit,4,8,06/08/2025,06/11/2025,Pallet,C,None,0.47,12:00,17:00
L404,45.095659,-83.386306,FALSE,3,Meat,-2,0,06/06/2025,06/13/2025,Pallet,C,None,0.72,17:00,20:00
L405,42.833709,-93.29073,TRUE,23,Fruit,4,8,06/07/2025,06/12/2025,Pallet,C,Fragile,0.75,17:00,20:00
L406,43.806032,-87.690191,FALSE,9,Fruit,4,8,06/05/2025,06/12/2025,Pallet,B,None,0.33,12:00,17:00
L407,47.231462,-85.582417,FALSE,15,Fruit,4,8,06/08/2025,06/11/2025,Box,B,Fragile,0.52,17:00,20:00
L408,40.245966,-93.461517,FALSE,3,Leafy,1,7,06/05/2025,06/07/2025,Pallet,C,Fragile,0.52,12:00,17:00
L409,40.178887,-92.82564,FALSE,11,Fruit,4,8,06/08/2025,06/10/2025,Box,B,Keep Upright,0.49,17:00,20:00
L410,39.507507,-93.447288,FALSE,2,Herbs,5,10,06/06/2025,06/10/2025,Box,A,None,0.97,17:00,20:00
L411,45.899456,-94.249229,FALSE,12,Leafy,1,7,06/06/2025,06/09/2025,Crate,B,Fragile,0.46,08:00,12:00
L412,42.378592,-88.112101,FALSE,9,Dairy,0,4,06/05/2025,06/07/2025,Box,A,Keep Upright,0.62,17:00,20:00
